ID;Elapsed.Time;Time;Month;Year;Ontogeny;Season;Site;TL;Weight;Fulton;Mg24;Mn55;Cu65;Zn66;Ba138
ID504;79.22997999;79.2;JUN;2023;Juvenile;Early dry;Sao Mateus;184;87.88;1.410706214;240.6942192;0.339386627;0.534665999;1.353111256;13.84852221
ID504;81.49304199;81.5;JUN;2023;Juvenile;Early dry;Sao Mateus;184;87.88;1.410706214;260.2947202;0.378980272;0.597131822;1.727970033;11.27894364
ID504;83.75707984;83.8;JUN;2023;Juvenile;Early dry;Sao Mateus;184;87.88;1.410706214;232.2113028;0.265836308;0.720985465;1.500448939;8.388082954
ID506;61.11987305;61.1;JUN;2023;Juvenile;Early dry;Sao Mateus;181;89.65;1.511870417;298.7553079;0.157047219;0.173365939;0.661171288;8.708923502
ID506;63.38403296;63.4;JUN;2023;Juvenile;Early dry;Sao Mateus;181;89.65;1.511870417;295.9644101;1.208003337;0.268545092;1.301536996;6.24886442
ID506;65.64794898;65.6;JUN;2023;Juvenile;Early dry;Sao Mateus;181;89.65;1.511870417;281.163424;1.524282284;0.027822932;1.242628381;4.798626899
ID508;43.01001;43;JUN;2023;Juvenile;Early dry;Sao Mateus;165;66.77;1.486378941;244.2351526;0.629303008;0.402030023;0.422150695;30.29253602
ID508;45.27392602;45.3;JUN;2023;Juvenile;Early dry;Sao Mateus;165;66.77;1.486378941;241.5940509;0.67012169;0.335533394;0.480093308;16.5576856
ID508;47.53698683;47.5;JUN;2023;Juvenile;Early dry;Sao Mateus;165;66.77;1.486378941;280.7425182;1.242068102;1.143391725;9.087956084;12.80575417
ID509;79.22900391;79.2;JUN;2023;Juvenile;Early dry;Sao Mateus;200;112.52;1.4065;298.6537276;1.385267955;0.20572772;0.481015407;15.91055269
ID509;81.49316406;81.5;JUN;2023;Juvenile;Early dry;Sao Mateus;200;112.52;1.4065;325.9087021;0.340346887;0.341206711;3.928682597;13.07510782
ID509;83.75708008;83.8;JUN;2023;Juvenile;Early dry;Sao Mateus;200;112.52;1.4065;614.0449936;1.459896234;0.899473093;9.611499759;9.116750466
ID510;54.32885814;54.3;JUN;2023;Juvenile;Early dry;Sao Mateus;178;84.35;1.495633141;314.9019763;0.364612747;0.228079454;0.300686844;16.36496896
ID510;56.59277415;56.6;JUN;2023;Juvenile;Early dry;Sao Mateus;178;84.35;1.495633141;275.3639421;0.399473487;0.071559815;0.308887848;10.60924066
ID510;58.85595703;58.9;JUN;2023;Juvenile;Early dry;Sao Mateus;178;84.35;1.495633141;291.417603;0.617532228;0.160294578;0.422468603;9.530884893
ID511;79.22998095;79.2;JUN;2023;Juvenile;Early dry;Sao Mateus;159;64.04;1.593162041;283.9343458;0.165703547;0.166212609;0.238546608;17.01736606
ID511;81.49414086;81.5;JUN;2023;Juvenile;Early dry;Sao Mateus;159;64.04;1.593162041;298.935335;0.892788307;0.401133087;3.199602508;12.60246719
ID511;83.75707984;83.8;JUN;2023;Juvenile;Early dry;Sao Mateus;159;64.04;1.593162041;393.0798936;1.750678124;1.264465418;9.494779629;11.53960344
ID514;63.38397217;63.4;JUN;2023;Juvenile;Early dry;Sao Mateus;138;38.6;1.468757325;228.4820299;1.741404744;0.059170815;0.189557917;8.723885665
ID514;65.64697313;65.6;JUN;2023;Juvenile;Early dry;Sao Mateus;138;38.6;1.468757325;251.6331536;3.101199784;0.17863083;0.195517259;6.764856557
ID514;67.91101122;67.9;JUN;2023;Juvenile;Early dry;Sao Mateus;138;38.6;1.468757325;251.7056172;3.647379052;0.674906014;1.796241237;5.187467681
